"genes","symbol","v15.Counts","v32.Counts"
"ENSG00000049769","PPP1R3F",117,77
"ENSG00000049860","HEXB",1978,1853
"ENSG00000049883","PTCD2",1203,1160
"ENSG00000050030","NEXMIF",12,12
"ENSG00000050130","JKAMP",1420,1339
"ENSG00000050165","DKK3",17,18
"ENSG00000050327","ARHGEF5",17,18
"ENSG00000050344","NFE2L3",1177,641
"ENSG00000050393","MCUR1",1118,1099
"ENSG00000050405","LIMA1",870,848
"ENSG00000050426","LETMD1",2467,2434
"ENSG00000050438","SLC4A8",555,536
"ENSG00000050555","LAMC3",68,70
"ENSG00000050628","PTGER3",9,9
"ENSG00000050730","TNIP3",10,10
"ENSG00000050748","MAPK9",1671,1643
"ENSG00000050767","COL23A1",196,198
"ENSG00000050820","BCAR1",96,96
"ENSG00000051009","FAM160A2",2329,2279
"ENSG00000051108","HERPUD1",3671,3629
"ENSG00000051128","HOMER3",2936,1585
"ENSG00000051180","RAD51",370,369
"ENSG00000051341","POLQ",1626,1605
"ENSG00000051382","PIK3CB",2797,2755
"ENSG00000051523","CYBA",5416,5295
"ENSG00000051596","THOC3",148,143
"ENSG00000051620","HEBP2",1848,1817
"ENSG00000051825","MPHOSPH9",3782,3738
"ENSG00000052126","PLEKHA5",559,552
"ENSG00000052344","PRSS8",23,19
"ENSG00000052723","SIKE1",1712,1695
"ENSG00000052749","RRP12",5025,4800
"ENSG00000052795","FNIP2",1521,1502
"ENSG00000052802","MSMO1",245,241
"ENSG00000052841","TTC17",7686,7445
"ENSG00000052850","ALX4",73,73
"ENSG00000053108","FSTL4",3,3
"ENSG00000053254","FOXN3",4040,3520
"ENSG00000053328","METTL24",63,62
"ENSG00000053371","AKR7A2",873,853
"ENSG00000053372","MRTO4",864,853
"ENSG00000053438","NNAT",164,159
"ENSG00000053501","USE1",453,446
"ENSG00000053524","MCF2L2",52,50
"ENSG00000053702","NRIP2",839,824
"ENSG00000053747","LAMA3",82,82
"ENSG00000053770","AP5M1",1785,1768
"ENSG00000053900","ANAPC4",1799,1779
"ENSG00000053918","KCNQ1",592,507
"ENSG00000054116","TRAPPC3",914,892
"ENSG00000054118","THRAP3",5534,5468
"ENSG00000054148","PHPT1",693,622
"ENSG00000054179","ENTPD2",7,6
"ENSG00000054219","LY75",1810,1565
"ENSG00000054267","ARID4B",3760,3710
"ENSG00000054277","OPN3",362,124
"ENSG00000054282","SDCCAG8",1379,1339
"ENSG00000054356","PTPRN",5,5
"ENSG00000054392","HHAT",312,298
"ENSG00000054523","KIF1B",1142,1116
"ENSG00000054598","FOXC1",856,846
"ENSG00000054611","TBC1D22A",1334,1309
"ENSG00000054654","SYNE2",2084,2066
"ENSG00000054690","PLEKHH1",56,52
"ENSG00000054793","ATP9A",208,204
"ENSG00000054796","SPO11",0,0
"ENSG00000054803","CBLN4",0,0
"ENSG00000054938","CHRDL2",3,3
"ENSG00000054965","FAM168A",4121,3852
"ENSG00000054967","RELT",4492,3715
"ENSG00000054983","GALC",1033,1024
"ENSG00000055044","NOP58",3671,2948
"ENSG00000055070","SZRD1",3658,2664
"ENSG00000055118","KCNH2",843,821
"ENSG00000055130","CUL1",2679,2682
"ENSG00000055147","FAM114A2",678,666
"ENSG00000055163","CYFIP2",5319,4877
"ENSG00000055208","TAB2",4619,4586
"ENSG00000055211","GINM1",672,548
"ENSG00000055332","EIF2AK2",5407,5217
"ENSG00000055483","USP36",4307,4240
"ENSG00000055609","KMT2C",15239,14917
"ENSG00000055732","MCOLN3",25,25
"ENSG00000055813","CCDC85A",0,0
"ENSG00000055917","PUM2",7771,7694
"ENSG00000055950","MRPL43",570,446
"ENSG00000055955","ITIH4",99,31
"ENSG00000055957","ITIH1",6,6
"ENSG00000056050","HPF1",277,275
"ENSG00000056097","ZFR",4572,4496
"ENSG00000056277","ZNF280C",583,577
"ENSG00000056291","NPFFR2",0,0
"ENSG00000056487","PHF21B",4,5
"ENSG00000056558","TRAF1",959,696
"ENSG00000056586","RC3H2",4605,4554
"ENSG00000056736","IL17RB",153,150
"ENSG00000056972","TRAF3IP2",1166,1200
"ENSG00000056998","GYG2",85,85
"ENSG00000057019","DCBLD2",840,821
"ENSG00000057149","SERPINB3",0,0
"ENSG00000057252","SOAT1",1679,1657
"ENSG00000057294","PKP2",203,197
"ENSG00000057468","MSH4",11,11
"ENSG00000057593","F7",44,40
"ENSG00000057608","GDI2",5592,5530
"ENSG00000057657","PRDM1",562,557
"ENSG00000057663","ATG5",870,867
"ENSG00000057704","TMCC3",377,333
"ENSG00000057757","PITHD1",1052,1041
"ENSG00000057935","MTA3",463,458
"ENSG00000058056","USP13",618,615
"ENSG00000058063","ATP11B",5880,5727
"ENSG00000058085","LAMC2",2,1
"ENSG00000058091","CDK14",1085,1070
"ENSG00000058262","SEC61A1",7277,6151
"ENSG00000058272","PPP1R12A",5878,5614
"ENSG00000058335","RASGRF1",21,20
"ENSG00000058404","CAMK2B",7,6
"ENSG00000058453","CROCC",887,877
"ENSG00000058600","POLR3E",2799,2427
"ENSG00000058668","ATP2B4",11986,11795
"ENSG00000058673","ZC3H11A",8423,47
"ENSG00000058729","RIOK2",683,635
"ENSG00000058799","YIPF1",398,395
"ENSG00000058804","NDC1",1514,1496
"ENSG00000058866","DGKG",2992,2949
"ENSG00000059122","FLYWCH1",2841,2771
"ENSG00000059145","UNKL",875,812
"ENSG00000059377","TBXAS1",2497,2454
"ENSG00000059378","PARP12",2141,2096
"ENSG00000059573","ALDH18A1",2926,2892
"ENSG00000059588","TARBP1",6688,6605
"ENSG00000059691","GATB",663,639
"ENSG00000059728","MXD1",11437,11261
"ENSG00000059758","CDK17",1402,1379
"ENSG00000059769","DNAJC25",305,280
"ENSG00000059804","SLC2A3",6816,6740
"ENSG00000059915","PSD",125,91
"ENSG00000060069","CTDP1",1992,1918
"ENSG00000060138","YBX3",10053,9913
"ENSG00000060140","STYK1",68,69
"ENSG00000060237","WNK1",14811,14751
"ENSG00000060303","RPS17P5",4,2
"ENSG00000060339","CCAR1",4524,4434
"ENSG00000060491","OGFR",1762,1708
"ENSG00000060558","GNA15",4633,3892
"ENSG00000060566","CREB3L3",1,1
"ENSG00000060642","PIGV",383,445
"ENSG00000060656","PTPRU",95,90
"ENSG00000060688","SNRNP40",1200,1184
"ENSG00000060709","RIMBP2",1,1
"ENSG00000060718","COL11A1",5,5
"ENSG00000060749","QSER1",3145,3100
"ENSG00000060762","MPC1",537,528
"ENSG00000060971","ACAA1",1179,998
"ENSG00000060982","BCAT1",4158,3969
"ENSG00000061273","HDAC7",4727,4225
"ENSG00000061337","LZTS1",11,10
"ENSG00000061455","PRDM6",8,8
"ENSG00000061492","WNT8A",3,3
"ENSG00000061656","SPAG4",183,181
"ENSG00000061676","NCKAP1",167,162
"ENSG00000061794","MRPS35",905,897
"ENSG00000061918","GUCY1B1",916,906
"ENSG00000061936","SFSWAP",2639,2592
"ENSG00000061938","TNK2",7537,7307
"ENSG00000061987","MON2",4482,4411
"ENSG00000062038","CDH3",7,6
"ENSG00000062096","ARSF",1,2
"ENSG00000062194","GPBP1",3766,3714
"ENSG00000062282","DGAT2",685,600
"ENSG00000062370","ZNF112",68,63
"ENSG00000062485","CS",6709,6061
"ENSG00000062524","LTK",33,32
"ENSG00000062582","MRPS24",108,23
"ENSG00000062598","ELMO2",2279,1868
"ENSG00000062650","WAPL",4034,3985
"ENSG00000062716","VMP1",4027,3928
"ENSG00000062725","APPBP2",1457,1444
"ENSG00000062822","POLD1",2715,2446
"ENSG00000063015","SEZ6",300,296
"ENSG00000063046","EIF4B",14447,11892
"ENSG00000063127","SLC6A16",301,295
"ENSG00000063169","BICRA",1098,1062
"ENSG00000063176","SPHK2",562,483
"ENSG00000063177","RPL18",10602,10467
"ENSG00000063180","CA11",124,118
"ENSG00000063241","ISOC2",421,415
"ENSG00000063244","U2AF2",4736,4574
"ENSG00000063245","EPN1",2840,2730
"ENSG00000063322","MED29",1246,1228
"ENSG00000063438","AHRR",19,5
"ENSG00000063515","GSC2",0,0
"ENSG00000063587","ZNF275",1488,1456
"ENSG00000063601","MTMR1",1531,1517
"ENSG00000063660","GPC1",313,309
"ENSG00000063761","ADCK1",458,447
"ENSG00000063854","HAGH",513,500
"ENSG00000063978","RNF4",3087,2951
"ENSG00000064012","CASP8",3738,3673
"ENSG00000064042","LIMCH1",136,136
"ENSG00000064102","INTS13",1629,1603
"ENSG00000064115","TM7SF3",4729,4886
"ENSG00000064195","DLX3",2,2
"ENSG00000064199","SPA17",63,41
"ENSG00000064201","TSPAN32",5487,5006
"ENSG00000064205","CCN5",11,10
"ENSG00000064218","DMRT3",0,0
"ENSG00000064225","ST3GAL6",1309,1247
"ENSG00000064270","ATP2C2",11,8
"ENSG00000064300","NGFR",286,231
"ENSG00000064309","CDON",48,45
"ENSG00000064313","TAF2",2433,2397
"ENSG00000064393","HIPK2",7216,7070
"ENSG00000064419","TNPO3",3833,3795
"ENSG00000064489","BORCS8-MEF2B",54,10
"ENSG00000064490","RFXANK",687,579
"ENSG00000064545","TMEM161A",714,699
"ENSG00000064547","LPAR2",1465,1433
"ENSG00000064601","CTSA",10888,8144
"ENSG00000064607","SUGP2",8978,11385
"ENSG00000064651","SLC12A2",1291,1265
"ENSG00000064652","SNX24",67,67
"ENSG00000064655","EYA2",19,18
"ENSG00000064666","CNN2",3453,3186
"ENSG00000064687","ABCA7",3749,3710
"ENSG00000064692","SNCAIP",9,8
"ENSG00000064703","DDX20",747,732
"ENSG00000064726","BTBD1",1762,1584
"ENSG00000064763","FAR2",1645,1481
"ENSG00000064787","BCAS1",6,6
"ENSG00000064835","POU1F1",1,1
"ENSG00000064886","CHI3L2",74,74
"ENSG00000064932","SBNO2",2824,2758
"ENSG00000064933","PMS1",1490,1445
"ENSG00000064961","HMG20B",1453,1219
"ENSG00000064989","CALCRL",374,382
"ENSG00000064995","TAF11",858,712
"ENSG00000064999","ANKS1A",1672,1761
"ENSG00000065000","AP3D1",4848,4738
"ENSG00000065029","ZNF76",1944,1902
"ENSG00000065054","SLC9A3R2",304,248
"ENSG00000065057","NTHL1",344,350
"ENSG00000065060","UHRF1BP1",3412,3214
"ENSG00000065135","GNAI3",3278,2919
"ENSG00000065150","IPO5",4893,4835
"ENSG00000065154","OAT",1295,1283
"ENSG00000065183","WDR3",1806,1683
"ENSG00000065243","PKN2",2943,2861
"ENSG00000065268","WDR18",628,606
"ENSG00000065308","TRAM2",3054,2767
"ENSG00000065320","NTN1",125,119
"ENSG00000065325","GLP2R",4,4
"ENSG00000065328","MCM10",569,557
"ENSG00000065357","DGKA",2418,2370
"ENSG00000065361","ERBB3",13,13
"ENSG00000065371","ROPN1",0,0
"ENSG00000065413","ANKRD44",4589,4947
"ENSG00000065427","KARS1",3170,3115
"ENSG00000065457","ADAT1",932,876
"ENSG00000065485","PDIA5",1218,1189
"ENSG00000065491","TBC1D22B",1183,1108
"ENSG00000065518","NDUFB4",708,703
"ENSG00000065526","SPEN",13286,12959
"ENSG00000065534","MYLK",361,325
"ENSG00000065548","ZC3H15",2613,2584
"ENSG00000065559","MAP2K4",1015,1003
"ENSG00000065600","PACC1",595,589
"ENSG00000065609","SNAP91",0,0
"ENSG00000065613","SLK",4670,4646
"ENSG00000065615","CYB5R4",2473,2440
"ENSG00000065618","COL17A1",42,42
"ENSG00000065621","GSTO2",108,106
"ENSG00000065665","SEC61A2",923,838
"ENSG00000065675","PRKCQ",1119,1104
"ENSG00000065717","TLE2",80,79
"ENSG00000065802","ASB1",1725,1688
"ENSG00000065809","FAM107B",2489,2454
"ENSG00000065833","ME1",38,38
"ENSG00000065882","TBC1D1",4189,4137
"ENSG00000065883","CDK13",4072,5449
"ENSG00000065911","MTHFD2",2200,2332
"ENSG00000065923","SLC9A7",4009,3949
"ENSG00000065970","FOXJ2",1645,1617
"ENSG00000065978","YBX1",11083,11107
"ENSG00000065989","PDE4A",117,112
"ENSG00000066027","PPP2R5A",2328,2317
"ENSG00000066032","CTNNA2",1,1
"ENSG00000066044","ELAVL1",2492,2394
"ENSG00000066056","TIE1",1017,994
"ENSG00000066084","DIP2B",4767,4698
"ENSG00000066117","SMARCD1",2715,2659
"ENSG00000066135","KDM4A",2409,770
"ENSG00000066136","NFYC",2208,2095
"ENSG00000066185","ZMYND12",41,41
"ENSG00000066230","SLC9A3",152,143
"ENSG00000066248","NGEF",2,2
"ENSG00000066279","ASPM",1860,1834
"ENSG00000066294","CD84",13665,13457
"ENSG00000066322","ELOVL1",1593,1558
"ENSG00000066336","SPI1",4903,4764
"ENSG00000066379","POLR1H",225,166
"ENSG00000066382","MPPED2",8,8
"ENSG00000066405","CLDN18",15,14
"ENSG00000066422","ZBTB11",2277,2197
"ENSG00000066427","ATXN3",2395,1988
"ENSG00000066455","GOLGA5",1044,1035
"ENSG00000066468","FGFR2",51,49
"ENSG00000066557","LRRC40",567,562
"ENSG00000066583","ISOC1",625,617
"ENSG00000066629","EML1",20,16
"ENSG00000066651","TRMT11",533,564
"ENSG00000066654","THUMPD1",2026,2049
"ENSG00000066697","MSANTD3",448,358
"ENSG00000066735","KIF26A",80,79
"ENSG00000066739","ATG2B",3967,3919
"ENSG00000066777","ARFGEF1",7577,7442
"ENSG00000066813","ACSM2B",2,2
"ENSG00000066827","ZFAT",750,676
"ENSG00000066855","MTFR1",807,757
"ENSG00000066923","STAG3",875,639
"ENSG00000066926","FECH",1758,1873
"ENSG00000066933","MYO9A",3582,3421
"ENSG00000067048","DDX3Y",10173,10081
"ENSG00000067057","PFKP",3304,3258
"ENSG00000067064","IDI1",903,801
"ENSG00000067066","SP100",5670,5961
"ENSG00000067082","KLF6",20464,20147
"ENSG00000067113","PLPP1",178,172
"ENSG00000067141","NEO1",252,250
"ENSG00000067167","TRAM1",5917,5838
"ENSG00000067177","PHKA1",1092,1079
"ENSG00000067182","TNFRSF1A",4521,4438
"ENSG00000067191","CACNB1",378,343
"ENSG00000067208","EVI5",821,815
"ENSG00000067221","STOML1",234,227
"ENSG00000067225","PKM",25943,25514
"ENSG00000067248","DHX29",1324,1267
"ENSG00000067334","DNTTIP2",2910,2858
"ENSG00000067365","METTL22",1275,1261
"ENSG00000067369","TP53BP1",2800,2540
"ENSG00000067445","TRO",296,286
"ENSG00000067533","RRP15",757,749
"ENSG00000067560","RHOA",11986,12320
"ENSG00000067596","DHX8",2682,2632
"ENSG00000067601","PMS2P4",90,112
"ENSG00000067606","PRKCZ",302,238
"ENSG00000067646","ZFY",992,957
"ENSG00000067704","IARS2",2649,2619
"ENSG00000067715","SYT1",45,44
"ENSG00000067798","NAV3",923,919
"ENSG00000067829","IDH3G",1394,1276
"ENSG00000067836","ROGDI",176,54
"ENSG00000067840","PDZD4",190,187
"ENSG00000067842","ATP2B3",19,17
"ENSG00000067900","ROCK1",6046,5994
"ENSG00000067955","CBFB",2229,2242
"ENSG00000067992","PDK3",838,2718
"ENSG00000068001","HYAL2",202,148
"ENSG00000068024","HDAC4",2638,2418
"ENSG00000068028","RASSF1",4735,4285
"ENSG00000068078","FGFR3",603,591
"ENSG00000068079","IFI35",499,488
"ENSG00000068097","HEATR6",801,836
"ENSG00000068120","COASY",1507,1470
"ENSG00000068137","PLEKHH3",446,436
"ENSG00000068305","MEF2A",3707,3544
"ENSG00000068308","OTUD5",2324,2296
"ENSG00000068323","TFE3",2143,2090
"ENSG00000068354","TBC1D25",1210,1027
"ENSG00000068366","ACSL4",2573,2581
"ENSG00000068383","INPP5A",892,844
"ENSG00000068394","GPKOW",394,386
"ENSG00000068400","GRIPAP1",3388,3341
"ENSG00000068438","FTSJ1",849,834
"ENSG00000068489","PRR11",829,907
"ENSG00000068615","REEP1",12,15
"ENSG00000068650","ATP11A",6490,6368
"ENSG00000068654","POLR1A",5004,4903
"ENSG00000068697","LAPTM4A",3818,3754
"ENSG00000068724","TTC7A",3932,3505
"ENSG00000068745","IP6K2",1572,1557
"ENSG00000068781","STON1-GTF2A1L",2,1
"ENSG00000068784","SRBD1",1429,1407
"ENSG00000068796","KIF2A",3226,3717
"ENSG00000068831","RASGRP2",6851,6720
"ENSG00000068878","PSME4",4209,4168
"ENSG00000068885","IFT80",713,577
"ENSG00000068903","SIRT2",1115,1091
"ENSG00000068912","ERLEC1",821,802
"ENSG00000068971","PPP2R5B",267,263
"ENSG00000068976","PYGM",196,176
"ENSG00000068985","PAGE1",0,0
"ENSG00000069011","PITX1",13,13
"ENSG00000069018","TRPC7",1,1
"ENSG00000069020","MAST4",2089,2047
"ENSG00000069122","ADGRF5",54,53
"ENSG00000069188","SDK2",2449,2430
"ENSG00000069206","ADAM7",1,0
"ENSG00000069248","NUP133",1805,1773
"ENSG00000069275","NUCKS1",7075,6986
"ENSG00000069329","VPS35",4674,4614
"ENSG00000069345","DNAJA2",1402,1378
"ENSG00000069399","BCL3",2004,1895
"ENSG00000069424","KCNAB2",16510,18322
"ENSG00000069431","ABCC9",88,81
"ENSG00000069482","GAL",9,9
"ENSG00000069493","CLEC2D",2065,1921
"ENSG00000069509","FUNDC1",138,137
"ENSG00000069535","MAOB",11,11
"ENSG00000069667","RORA",1232,1141
"ENSG00000069696","DRD4",323,319
"ENSG00000069702","TGFBR3",560,554
"ENSG00000069764","PLA2G10",31,31
"ENSG00000069812","HES2",8,6
"ENSG00000069849","ATP1B3",2842,2805
"ENSG00000069869","NEDD4",2739,2712
"ENSG00000069943","PIGB",770,718
"ENSG00000069956","MAPK6",1609,1601
"ENSG00000069966","GNB5",965,801
"ENSG00000069974","RAB27A",3342,3298
"ENSG00000069998","HDHD5",1335,1307
"ENSG00000070010","UFD1",1553,1305
"ENSG00000070018","LRP6",1842,1816
"ENSG00000070019","GUCY2C",12,4
"ENSG00000070031","SCT",55,60
"ENSG00000070047","PHRF1",2877,2837
"ENSG00000070061","ELP1",2098,2560
"ENSG00000070081","NUCB2",5902,5722
"ENSG00000070087","PFN2",102,96
"ENSG00000070159","PTPN3",34,33
"ENSG00000070182","SPTB",1206,1160
"ENSG00000070190","DAPP1",1465,1449
"ENSG00000070193","FGF10",0,0
"ENSG00000070214","SLC44A1",3463,3413
"ENSG00000070269","TMEM260",1264,1076
"ENSG00000070366","SMG6",1629,1589
"ENSG00000070367","EXOC5",2351,2327
"ENSG00000070371","CLTCL1",189,175
"ENSG00000070388","FGF22",4,8
"ENSG00000070404","FSTL3",902,881
"ENSG00000070413","DGCR2",3233,3163
"ENSG00000070423","RNF126",1062,1037
"ENSG00000070444","MNT",2275,1947
"ENSG00000070476","ZXDC",3836,3777
"ENSG00000070495","JMJD6",954,942
"ENSG00000070501","POLB",821,816
"ENSG00000070526","ST6GALNAC1",20,19
"ENSG00000070540","WIPI1",315,281
"ENSG00000070601","FRMPD1",2,2
"ENSG00000070610","GBA2",2222,2127
"ENSG00000070614","NDST1",5097,4993
"ENSG00000070669","ASNS",967,123
"ENSG00000070718","AP3M2",1039,1030
"ENSG00000070729","CNGB1",0,0
"ENSG00000070731","ST6GALNAC2",137,43
"ENSG00000070748","CHAT",0,0
"ENSG00000070756","PABPC1",91442,94117
"ENSG00000070759","TESK2",558,356
"ENSG00000070761","CFAP20",662,541
"ENSG00000070770","CSNK2A2",2861,1424
"ENSG00000070778","PTPN21",75,65
"ENSG00000070785","EIF2B3",756,748
"ENSG00000070808","CAMK2A",1,1
"ENSG00000070814","TCOF1",3814,3578
"ENSG00000070831","CDC42",5113,6518
"ENSG00000070882","OSBPL3",2032,2009
"ENSG00000070886","EPHA8",1,1
"ENSG00000070915","SLC12A3",2,2
"ENSG00000070950","RAD18",1326,1314
"ENSG00000070961","ATP2B1",2345,2291
"ENSG00000070985","TRPM5",14,14
"ENSG00000071051","NCK2",1579,1233
"ENSG00000071054","MAP4K4",5137,5073
"ENSG00000071073","MGAT4A",1982,1964
"ENSG00000071082","RPL31",12125,12038
"ENSG00000071127","WDR1",6849,6730
"ENSG00000071189","SNX13",2010,1981
"ENSG00000071203","MS4A12",0,0
"ENSG00000071205","ARHGAP10",554,548
"ENSG00000071242","RPS6KA2",402,394
"ENSG00000071243","ING3",710,706
"ENSG00000071246","VASH1",791,668
"ENSG00000071282","LMCD1",26,19
"ENSG00000071462","BUD23",1135,1108
"ENSG00000071537","SEL1L",4937,4857
"ENSG00000071539","TRIP13",554,547
"ENSG00000071553","ATP6AP1",3747,3676
"ENSG00000071564","TCF3",3595,3515
"ENSG00000071575","TRIB2",436,428
"ENSG00000071626","DAZAP1",5512,5422
"ENSG00000071655","MBD3",2376,1705
"ENSG00000071677","PRLH",0,0
"ENSG00000071794","HLTF",1786,1350
"ENSG00000071859","FAM50A",677,666
"ENSG00000071889","FAM3A",630,614
"ENSG00000071894","CPSF1",6409,6049
"ENSG00000071909","MYO3B",3,4
"ENSG00000071967","CYBRD1",3995,3946
"ENSG00000071991","CDH19",0,0
"ENSG00000071994","PDCD2",1738,1725
"ENSG00000072041","SLC6A15",0,0
"ENSG00000072042","RDH11",1114,887
"ENSG00000072062","PRKACA",1241,1238
"ENSG00000072071","ADGRL1",4023,3663
"ENSG00000072080","SPP2",0,0
"ENSG00000072110","ACTN1",9208,8993
"ENSG00000072121","ZFYVE26",2679,2620
"ENSG00000072133","RPS6KA6",5,5
"ENSG00000072134","EPN2",137,99
"ENSG00000072135","PTPN18",3212,3129
"ENSG00000072163","LIMS2",38,38
"ENSG00000072182","ASIC4",16,16
"ENSG00000072195","SPEG",104,97
"ENSG00000072201","LNX1",144,116
"ENSG00000072210","ALDH3A2",1310,1596
"ENSG00000072274","TFRC",8978,8852
"ENSG00000072310","SREBF1",1667,1616
"ENSG00000072315","TRPC5",52,49
"ENSG00000072364","AFF4",5722,5656
"ENSG00000072401","UBE2D1",1023,1013
"ENSG00000072415","MPP5",1251,1342
"ENSG00000072422","RHOBTB1",532,525
"ENSG00000072501","SMC1A",8534,8413
"ENSG00000072506","HSD17B10",613,610
"ENSG00000072518","MARK2",3276,3636
"ENSG00000072571","HMMR",418,379
"ENSG00000072609","CHFR",2302,2256
"ENSG00000072657","TRHDE",28,26
"ENSG00000072682","P4HA2",149,149
"ENSG00000072694","FCGR2B",173,158
"ENSG00000072736","NFATC3",5206,4549
"ENSG00000072756","TRNT1",1354,1324
"ENSG00000072778","ACADVL",6628,6515
"ENSG00000072786","STK10",9518,9311
"ENSG00000072803","FBXW11",1798,1777
"ENSG00000072818","ACAP1",6279,6173
"ENSG00000072832","CRMP1",28,28
"ENSG00000072840","EVC",130,125
"ENSG00000072849","DERL2",956,932
"ENSG00000072858","SIDT1",787,762
"ENSG00000072864","NDE1",1484,1207
"ENSG00000072952","IRAG1",46,44
"ENSG00000072954","TMEM38A",49,50
"ENSG00000072958","AP1M1",2898,2848
"ENSG00000073008","PVR",1207,1093
"ENSG00000073050","XRCC1",850,555
"ENSG00000073060","SCARB1",4523,3887
"ENSG00000073067","CYP2W1",73,72
"ENSG00000073111","MCM2",3794,2432
"ENSG00000073146","MOV10L1",3,3
"ENSG00000073150","PANX2",318,313
"ENSG00000073169","SELENOO",1339,1180
"ENSG00000073282","TP63",36,36
"ENSG00000073331","ALPK1",3166,3118
"ENSG00000073350","LLGL2",636,625
"ENSG00000073417","PDE8A",2001,1993
"ENSG00000073464","CLCN4",137,138
"ENSG00000073536","NLE1",1068,935
"ENSG00000073578","SDHA",2076,288
"ENSG00000073584","SMARCE1",2082,753
"ENSG00000073598","FNDC8",22,19
"ENSG00000073605","GSDMB",912,901
"ENSG00000073614","KDM5A",5419,5311
"ENSG00000073670","ADAM11",170,164
"ENSG00000073711","PPP2R3A",279,268
"ENSG00000073712","FERMT2",124,124
"ENSG00000073734","ABCB11",0,2
"ENSG00000073737","DHRS9",87,87
"ENSG00000073754","CD5L",98,97
"ENSG00000073756","PTGS2",2233,2210
"ENSG00000073792","IGF2BP2",3228,3272
"ENSG00000073803","MAP3K13",476,434
"ENSG00000073849","ST6GAL1",4357,4520
"ENSG00000073861","TBX21",191,190
"ENSG00000073905","VDAC1P1",5,3
"ENSG00000073910","FRY",5800,5538
"ENSG00000073921","PICALM",5928,5910
"ENSG00000073969","NSF",1641,1617
"ENSG00000074047","GLI2",33,32
"ENSG00000074054","CLASP1",3772,3650
"ENSG00000074071","MRPS34",652,493
"ENSG00000074181","NOTCH3",3419,3330
"ENSG00000074201","CLNS1A",2955,2927
"ENSG00000074211","PPP2R2C",1,1
"ENSG00000074219","TEAD2",121,92
"ENSG00000074266","EED",924,884
"ENSG00000074276","CDHR2",123,122
"ENSG00000074317","SNCB",0,0
"ENSG00000074319","TSG101",1089,1045
"ENSG00000074356","NCBP3",3582,3537
"ENSG00000074370","ATP2A3",13820,13495
"ENSG00000074410","CA12",15,14
"ENSG00000074416","MGLL",1460,1445
"ENSG00000074527","NTN4",28,28
"ENSG00000074582","BCS1L",860,840
"ENSG00000074590","NUAK1",20,19
"ENSG00000074603","DPP8",2875,2847
"ENSG00000074621","SLC24A1",1468,1378
"ENSG00000074657","ZNF532",303,301
"ENSG00000074660","SCARF1",1592,1562
"ENSG00000074695","LMAN1",4487,4436
"ENSG00000074696","HACD3",2809,2771
"ENSG00000074706","IPCEF1",455,409
"ENSG00000074755","ZZEF1",8461,8317
"ENSG00000074771","NOX3",0,0
"ENSG00000074800","ENO1",32912,32633
"ENSG00000074803","SLC12A1",12,12
"ENSG00000074842","MYDGF",1301,1283
"ENSG00000074855","ANO8",852,830
"ENSG00000074935","TUBE1",454,459
"ENSG00000074964","ARHGEF10L",176,172
"ENSG00000074966","TXK",683,672
"ENSG00000075035","WSCD2",3,2
"ENSG00000075043","KCNQ2",4,5
"ENSG00000075073","TACR2",59,59
"ENSG00000075089","ACTR6",385,382
"ENSG00000075131","TIPIN",299,294
"ENSG00000075142","SRI",1698,1539
"ENSG00000075151","EIF4G3",4317,4502
"ENSG00000075188","NUP37",530,465
"ENSG00000075213","SEMA3A",59,57
"ENSG00000075218","GTSE1",456,453
"ENSG00000075223","SEMA3C",120,120
"ENSG00000075234","TTC38",1116,1094
"ENSG00000075239","ACAT1",941,735
"ENSG00000075240","GRAMD4",2777,2723
"ENSG00000075275","CELSR1",131,136
"ENSG00000075290","WNT8B",66,65
"ENSG00000075292","ZNF638",6395,6261
"ENSG00000075303","SLC25A40",1284,1225
