"","GTExN7MScountsPUBLISHED","GTExN7MScountsREPROCESSED","GTExNFK9countsPUBLISHED","GTExNFK9countsREPROCESSED","GTExO5YTcountsPUBLISHED","GTExO5YTcountsREPROCESSED"
"ENSG00000042781",0,0,0,0,0,2
"ENSG00000042813",0,0,0,0,0,0
"ENSG00000042832",22,19,364,447,120,149
"ENSG00000042980",426,324,134,92,157,92
"ENSG00000043039",1,1,0,0,0,0
"ENSG00000043093",335,186,717,399,1407,764
"ENSG00000043143",1926,1144,1790,1041,2514,1400
"ENSG00000043355",8,14,0,0,9,13
"ENSG00000043462",9386,6258,5755,3094,12873,6467
"ENSG00000043514",107,66,108,63,206,119
"ENSG00000043591",2,2,2,1,2,3
"ENSG00000044012",0,0,0,0,0,0
"ENSG00000044090",511,271,198,118,866,422
"ENSG00000044115",2410,1400,1817,1080,13601,7601
"ENSG00000044446",1170,560,924,407,8069,3252
"ENSG00000044459",42,24,25,16,179,102
"ENSG00000044524",1,1,2,1,4,3
"ENSG00000044574",16128,9047,9963,5688,13804,7557
"ENSG00000046604",0,2,0,4,6,11
"ENSG00000046647",130,80,69,45,85,50
"ENSG00000046651",770,505,504,283,1033,584
"ENSG00000046653",16,34,28,27,313,364
"ENSG00000046774",0,2,4,2,2,1
"ENSG00000046889",2,7,32,50,39,29
"ENSG00000047056",849,511,584,363,4224,2350
"ENSG00000047188",308,195,345,211,930,544
"ENSG00000047230",121,74,86,49,169,88
"ENSG00000047249",403,256,663,381,3304,1809
"ENSG00000047315",760,463,1385,779,5250,2760
"ENSG00000047346",370,219,436,268,979,496
"ENSG00000047365",875,523,786,444,784,433
"ENSG00000047410",1751,974,1881,1049,6451,3351
"ENSG00000047457",16,11,9,7,7,4
"ENSG00000047578",538,326,427,270,2274,1296
"ENSG00000047579",477,277,494,282,1416,818
"ENSG00000047597",270,148,492,266,74,45
"ENSG00000047617",10,6,11,5,0,2
"ENSG00000047621",57,34,101,64,424,237
"ENSG00000047634",78,57,39,28,41,39
"ENSG00000047644",1648,945,1404,823,4836,2652
"ENSG00000047648",40,29,30,27,24,21
"ENSG00000047662",5,12,2,2,12,23
"ENSG00000047849",2700,1563,1505,912,3564,2179
"ENSG00000047932",138,70,345,185,434,257
"ENSG00000047936",2,2,0,1,0,5
"ENSG00000048028",679,414,497,299,399,237
"ENSG00000048052",113,65,232,132,72,45
"ENSG00000048140",678,407,629,381,803,492
"ENSG00000048162",72,42,130,74,59,32
"ENSG00000048342",7,42,6,21,18,101
"ENSG00000048392",198,129,443,257,1401,760
"ENSG00000048405",321,191,553,308,818,487
"ENSG00000048462",4,2,12,6,16,9
"ENSG00000048471",796,459,405,237,599,344
"ENSG00000048540",0,3,0,7,104,109
"ENSG00000048544",289,165,413,238,880,471
"ENSG00000048545",0,0,0,0,2,0
"ENSG00000048649",493,306,528,327,2068,1121
"ENSG00000048707",1134,694,847,513,2194,1253
"ENSG00000048740",5028,2976,7416,4302,22572,12412
"ENSG00000048828",2622,1425,2356,1356,7211,3940
"ENSG00000048991",600,348,339,209,453,281
"ENSG00000049089",398,248,1117,671,442,286
"ENSG00000049130",3,3,14,9,30,29
"ENSG00000049167",30,37,57,50,61,43
"ENSG00000049192",20,11,18,8,14,9
"ENSG00000049239",1078,608,1840,1078,3875,2174
"ENSG00000049245",1631,905,2029,1149,12156,6588
"ENSG00000049246",76,57,28,19,32,44
"ENSG00000049247",12,10,27,15,4,4
"ENSG00000049249",152,90,87,48,101,56
"ENSG00000049283",1,0,0,3,0,0
"ENSG00000049323",96,58,108,69,75,65
"ENSG00000049449",87,21,102,32,146,24
"ENSG00000049540",29,42,369,235,28,44
"ENSG00000049541",423,278,560,332,1167,669
"ENSG00000049618",1376,916,630,392,1377,802
"ENSG00000049656",1066,710,1319,790,2820,1612
"ENSG00000049759",400,246,152,98,186,124
"ENSG00000049768",203,103,50,39,91,46
"ENSG00000049769",103,50,44,15,191,99
"ENSG00000049860",931,578,1251,752,5638,3067
"ENSG00000049883",83,48,86,50,150,81
"ENSG00000050030",0,2,0,1,9,14
"ENSG00000050130",126,67,290,164,2415,1245
"ENSG00000050165",60,69,190,131,172,224
"ENSG00000050327",60,35,56,31,107,64
"ENSG00000050344",153,52,64,20,340,89
"ENSG00000050393",180,97,187,103,181,116
"ENSG00000050405",112,80,295,178,187,141
"ENSG00000050426",981,595,741,463,1123,662
"ENSG00000050438",117,72,101,62,55,47
"ENSG00000050555",63,44,4,3,35,26
"ENSG00000050628",16,9,7,6,11,15
"ENSG00000050730",12,9,34,29,0,3
"ENSG00000050748",433,280,301,190,502,312
"ENSG00000050767",36,19,8,7,67,53
"ENSG00000050820",8,9,135,78,34,41
"ENSG00000051009",2649,1518,2439,1482,10705,6457
"ENSG00000051108",2176,1460,3375,1983,5314,2902
"ENSG00000051128",317,81,492,120,1398,252
"ENSG00000051180",66,36,28,16,61,34
"ENSG00000051341",31,22,10,5,31,20
"ENSG00000051382",604,368,570,320,5108,2760
"ENSG00000051523",8997,5916,11965,7649,41182,24988
"ENSG00000051596",83,46,86,54,80,50
"ENSG00000051620",596,352,844,479,6761,3722
"ENSG00000051825",320,192,276,151,148,97
"ENSG00000052126",45,30,74,46,19,21
"ENSG00000052344",6,3,4,6,12,13
"ENSG00000052723",164,96,292,166,760,425
"ENSG00000052749",1887,1153,1527,913,3861,2193
"ENSG00000052795",263,187,274,158,199,128
"ENSG00000052802",218,128,268,153,1062,593
"ENSG00000052841",1071,690,995,609,2480,1414
"ENSG00000052850",2,1,0,0,1,1
"ENSG00000053108",9,7,0,4,65,49
"ENSG00000053254",2240,1109,1372,712,1140,548
"ENSG00000053328",0,0,0,0,0,0
"ENSG00000053371",331,191,221,125,495,280
"ENSG00000053372",194,115,329,206,226,136
"ENSG00000053438",6,8,7,7,29,31
"ENSG00000053501",372,213,358,219,428,247
"ENSG00000053524",36,41,16,21,28,35
"ENSG00000053702",89,73,46,41,38,34
"ENSG00000053747",6,7,3,8,31,21
"ENSG00000053770",186,114,391,242,1847,1010
"ENSG00000053900",246,229,388,255,1143,715
"ENSG00000053918",587,302,666,369,1138,584
"ENSG00000054116",596,363,798,459,3403,1907
"ENSG00000054118",3724,2220,3104,1788,8873,4947
"ENSG00000054148",372,214,518,287,260,136
"ENSG00000054179",17,16,32,18,2,3
"ENSG00000054219",1035,261,609,171,499,179
"ENSG00000054267",570,484,752,435,2351,1313
"ENSG00000054277",49,17,25,5,113,37
"ENSG00000054282",170,98,166,97,922,527
"ENSG00000054356",31,25,47,30,76,61
"ENSG00000054392",52,31,6,3,0,1
"ENSG00000054523",951,668,1015,619,9256,5252
"ENSG00000054598",12,6,150,88,59,43
"ENSG00000054611",1126,675,818,496,1924,1132
"ENSG00000054654",3863,2321,1524,888,665,404
"ENSG00000054690",15,16,22,15,39,66
"ENSG00000054793",151,91,121,77,3857,2180
"ENSG00000054796",0,0,0,0,0,0
"ENSG00000054803",0,0,0,0,5,7
"ENSG00000054938",2,3,6,3,0,0
"ENSG00000054965",917,504,716,438,2997,1753
"ENSG00000054967",3853,4091,1521,917,4644,2385
"ENSG00000054983",901,554,699,403,1867,1044
"ENSG00000055044",455,233,761,292,364,147
"ENSG00000055070",1876,939,2061,1078,5377,2554
"ENSG00000055118",527,407,120,104,66,61
"ENSG00000055130",603,386,788,465,2167,1199
"ENSG00000055147",189,109,302,171,1217,660
"ENSG00000055163",9456,5393,6169,3277,12543,6225
"ENSG00000055208",2113,1170,1293,750,3402,1858
"ENSG00000055211",278,156,384,190,1955,977
"ENSG00000055332",998,562,795,461,5764,3052
"ENSG00000055483",6828,3992,861,501,568,329
"ENSG00000055609",2146,1299,1130,668,2034,1157
"ENSG00000055732",18,10,2,1,7,6
"ENSG00000055813",4,1,10,0,24,0
"ENSG00000055917",1225,705,2150,1211,3898,2170
"ENSG00000055950",348,184,542,251,783,331
"ENSG00000055955",486,19,387,10,628,8
"ENSG00000055957",22,12,4,5,0,0
"ENSG00000056050",50,29,207,117,603,338
"ENSG00000056097",665,442,918,540,2902,1614
"ENSG00000056277",59,32,44,26,53,31
"ENSG00000056291",0,0,0,0,0,0
"ENSG00000056487",2,1,0,0,5,4
"ENSG00000056558",2555,1253,937,507,1551,795
"ENSG00000056586",696,409,593,341,1917,1057
"ENSG00000056736",18,13,20,15,26,20
"ENSG00000056972",279,158,172,106,303,190
"ENSG00000056998",0,1,5,5,18,12
"ENSG00000057019",14,10,14,13,22,25
"ENSG00000057149",0,0,0,0,0,0
"ENSG00000057252",1160,693,921,529,1864,1024
"ENSG00000057294",64,40,28,20,446,262
"ENSG00000057468",1,2,0,0,4,2
"ENSG00000057593",10,6,0,0,3,2
"ENSG00000057608",2473,1340,3461,1960,18961,10224
"ENSG00000057657",1780,1052,2517,1478,1129,613
"ENSG00000057663",142,85,490,274,923,505
"ENSG00000057704",2294,1243,2604,1427,6392,3380
"ENSG00000057757",1074,615,930,541,1458,827
"ENSG00000057935",154,109,184,113,252,156
"ENSG00000058056",70,47,68,46,99,81
"ENSG00000058063",1586,953,2407,1378,24551,12983
"ENSG00000058085",3,2,9,9,20,23
"ENSG00000058091",161,110,103,69,1149,629
"ENSG00000058262",3577,1941,4125,2303,8921,4705
"ENSG00000058272",732,462,2069,1210,7377,3980
"ENSG00000058335",2,6,0,1,42,49
"ENSG00000058404",56,56,9,12,108,118
"ENSG00000058453",1203,737,366,220,255,164
"ENSG00000058600",761,573,317,172,283,154
"ENSG00000058668",2354,1346,2842,1635,10130,5514
"ENSG00000058673",22,9,4,1,0,0
"ENSG00000058729",81,55,185,106,699,376
"ENSG00000058799",745,422,1224,706,11609,6489
"ENSG00000058804",103,59,138,81,134,83
"ENSG00000058866",207,144,106,65,55,39
"ENSG00000059122",2131,1353,891,549,2099,1282
"ENSG00000059145",480,338,248,150,792,449
"ENSG00000059377",2573,1660,4763,3146,31674,20432
"ENSG00000059378",1043,712,798,501,1184,715
"ENSG00000059573",472,265,413,223,448,252
"ENSG00000059588",467,267,369,215,261,190
"ENSG00000059691",105,75,116,76,385,230
"ENSG00000059728",53841,29628,16499,9410,93179,50581
"ENSG00000059758",397,329,666,402,522,321
"ENSG00000059769",49,24,36,17,78,44
"ENSG00000059804",153641,87765,32722,18850,114163,62501
"ENSG00000059915",49,33,31,29,153,145
"ENSG00000060069",1420,868,1103,637,9275,5311
"ENSG00000060138",25320,13863,22802,13095,3873,2292
"ENSG00000060140",49,28,109,59,1,4
"ENSG00000060237",5569,3113,4299,2485,6330,3578
"ENSG00000060303",0,1,1,3,0,2
"ENSG00000060339",344,212,528,319,1603,895
"ENSG00000060491",4191,2455,2404,1421,8746,4969
"ENSG00000060558",1563,840,716,415,4092,2115
"ENSG00000060566",10,5,1,1,3,2
"ENSG00000060642",117,71,210,129,779,448
"ENSG00000060656",10,9,12,9,23,21
"ENSG00000060688",476,282,654,388,810,480
"ENSG00000060709",4,2,2,1,20,20
"ENSG00000060718",0,0,10,6,8,13
"ENSG00000060749",110,64,130,80,146,78
"ENSG00000060762",299,199,249,150,692,411
"ENSG00000060971",2109,1569,1773,1018,10385,5343
"ENSG00000060982",89,63,601,330,2408,1291
"ENSG00000061273",2846,1744,2131,1265,5655,3118
"ENSG00000061337",1,2,6,3,10,15
"ENSG00000061455",1,1,4,3,5,2
"ENSG00000061492",0,0,0,0,3,1
"ENSG00000061656",54,90,17,20,42,31
"ENSG00000061676",40,40,112,85,179,164
"ENSG00000061794",181,103,354,193,462,266
"ENSG00000061918",60,33,75,41,40,52
"ENSG00000061936",1320,822,1084,715,1854,1116
"ENSG00000061938",4056,2511,2713,1694,4568,2770
"ENSG00000061987",527,335,561,331,2268,1276
"ENSG00000062038",2,2,0,0,0,0
"ENSG00000062096",0,0,0,0,0,0
"ENSG00000062194",1191,756,1444,851,4486,2496
"ENSG00000062282",1523,1413,4465,2851,43435,22014
"ENSG00000062370",2,1,4,2,9,4
"ENSG00000062485",3003,1631,1820,992,4278,2261
"ENSG00000062524",181,107,48,29,54,30
"ENSG00000062582",381,1,466,5,533,0
"ENSG00000062598",2185,1187,1357,741,11812,5836
"ENSG00000062650",1008,577,1364,778,3549,1945
"ENSG00000062716",6141,4229,11302,7328,26641,18514
"ENSG00000062725",195,121,371,223,1201,690
"ENSG00000062822",610,339,510,269,739,289
"ENSG00000063015",13,17,13,10,47,44
"ENSG00000063046",8967,4706,6166,3320,9008,4606
"ENSG00000063127",95,83,45,31,158,100
"ENSG00000063169",810,483,342,209,770,477
"ENSG00000063176",263,159,251,141,525,278
"ENSG00000063177",18007,10068,13410,7799,10166,5605
"ENSG00000063180",180,128,74,47,143,117
"ENSG00000063241",183,110,217,137,169,97
"ENSG00000063244",4009,2307,2699,1561,4161,2329
"ENSG00000063245",2497,1416,2596,1532,7213,4078
"ENSG00000063322",869,494,1027,602,2106,1175
"ENSG00000063438",8,0,11,3,12,0
"ENSG00000063515",0,0,0,0,0,0
"ENSG00000063587",303,168,267,150,167,102
"ENSG00000063601",623,415,584,360,1599,942
"ENSG00000063660",59,44,31,35,69,75
"ENSG00000063761",386,286,104,75,154,96
"ENSG00000063854",3535,1984,2263,1359,2072,1197
"ENSG00000063978",1762,1041,2071,1174,2950,1624
"ENSG00000064012",1333,791,3522,2120,8447,4711
"ENSG00000064042",20,25,38,39,76,111
"ENSG00000064102",145,100,228,125,1027,551
"ENSG00000064115",347,227,354,212,1692,990
"ENSG00000064195",0,0,0,0,6,4
"ENSG00000064199",7,5,2,1,44,11
"ENSG00000064201",852,866,1247,1228,415,342
"ENSG00000064205",5,3,60,45,28,27
"ENSG00000064218",0,0,0,0,0,0
"ENSG00000064225",36,27,101,56,433,259
"ENSG00000064270",96,68,58,43,59,31
"ENSG00000064300",31,19,74,43,21,16
"ENSG00000064309",12,7,11,4,3,6
"ENSG00000064313",293,163,300,173,501,295
"ENSG00000064393",1392,803,787,462,3290,1910
"ENSG00000064419",1111,669,877,511,8423,4669
"ENSG00000064490",949,510,800,445,2387,1223
"ENSG00000064545",321,194,433,269,185,116
"ENSG00000064547",5203,2947,2565,1503,5337,3011
"ENSG00000064601",3963,2561,3262,1664,10537,4382
"ENSG00000064607",3750,2071,2654,1526,2960,1693
"ENSG00000064651",104,64,120,76,92,62
"ENSG00000064652",31,17,40,27,31,18
"ENSG00000064655",0,1,6,5,1,5
"ENSG00000064666",11806,6487,12079,6624,56761,28761
"ENSG00000064687",9485,5851,3047,1901,7050,4111
"ENSG00000064692",0,0,10,4,0,2
"ENSG00000064703",215,121,350,194,562,305
"ENSG00000064726",444,250,572,312,923,515
"ENSG00000064763",267,143,453,249,2991,1490
"ENSG00000064787",13,16,22,19,160,227
"ENSG00000064835",0,0,0,0,0,3
"ENSG00000064886",217,132,138,84,199,114
"ENSG00000064932",7103,4382,7172,4350,32836,18645
"ENSG00000064933",72,49,160,96,132,82
"ENSG00000064961",933,582,798,458,1237,623
"ENSG00000064989",15,14,110,75,109,62
"ENSG00000064995",255,159,344,188,890,407
"ENSG00000064999",586,400,539,337,5757,3233
"ENSG00000065000",2505,1626,2177,1290,5203,2985
"ENSG00000065029",1056,723,675,437,825,502
"ENSG00000065054",219,131,211,138,410,250
"ENSG00000065057",113,77,145,95,100,59
"ENSG00000065060",290,157,174,97,321,178
"ENSG00000065135",1844,940,3393,1844,14527,7101
"ENSG00000065150",1090,612,1030,618,719,451
"ENSG00000065154",683,387,581,345,6517,3573
"ENSG00000065183",113,68,216,116,321,175
"ENSG00000065243",541,344,741,411,1154,654
"ENSG00000065268",374,230,419,270,446,279
"ENSG00000065308",308,172,308,172,260,147
"ENSG00000065320",2,1,5,5,20,15
"ENSG00000065325",0,0,0,0,0,0
"ENSG00000065328",38,23,16,10,28,17
"ENSG00000065357",5767,4372,2074,1365,8636,5174
"ENSG00000065361",24,14,19,17,22,35
"ENSG00000065371",0,0,0,0,0,0
"ENSG00000065413",1301,1074,979,1261,2150,1885
"ENSG00000065427",2439,1349,2173,1267,2406,1327
"ENSG00000065457",320,235,240,161,390,307
"ENSG00000065485",132,73,120,70,243,147
"ENSG00000065491",607,342,451,256,838,458
"ENSG00000065518",568,331,899,529,1899,1061
"ENSG00000065526",1904,1118,1446,848,2880,1667
"ENSG00000065534",175,95,302,182,108,115
"ENSG00000065548",262,190,737,430,1671,933
"ENSG00000065559",439,272,592,348,2117,1188
"ENSG00000065600",170,100,132,74,209,128
"ENSG00000065609",6,10,0,0,58,76
"ENSG00000065613",429,253,921,512,5420,2918
"ENSG00000065615",983,628,1884,1075,10594,5782
"ENSG00000065618",130,78,48,38,477,286
"ENSG00000065621",16,11,24,22,73,55
"ENSG00000065665",257,160,185,126,1426,838
"ENSG00000065675",1090,666,1034,620,247,144
"ENSG00000065717",265,159,162,111,84,70
"ENSG00000065802",326,184,477,263,1568,856
"ENSG00000065809",2785,1507,2522,1427,8130,4443
"ENSG00000065833",26,17,115,74,26,26
"ENSG00000065882",2650,1527,2428,1402,5773,3237
"ENSG00000065883",657,458,717,440,2791,1573
"ENSG00000065911",401,156,344,153,1660,677
"ENSG00000065923",240,131,107,66,120,83
"ENSG00000065970",1475,820,756,431,2615,1443
"ENSG00000065978",19863,10739,11541,6527,6279,3440
"ENSG00000065989",2084,1220,754,440,1516,861
"ENSG00000066027",1346,785,2297,1303,11918,6397
"ENSG00000066032",6,5,0,3,36,52
"ENSG00000066044",881,498,850,490,1179,645
"ENSG00000066056",93,55,211,130,24,24
"ENSG00000066084",1143,703,913,498,5064,2813
"ENSG00000066117",1537,880,1350,818,2576,1465
"ENSG00000066135",511,128,518,110,2152,471
"ENSG00000066136",1750,994,1389,804,5055,2815
"ENSG00000066185",4,2,0,2,22,13
"ENSG00000066230",2,2,4,6,2,1
"ENSG00000066248",0,2,4,3,50,44
"ENSG00000066279",32,25,11,7,22,12
"ENSG00000066294",734,424,764,432,673,370
"ENSG00000066322",1076,616,1382,826,5505,3110
"ENSG00000066336",14684,8368,19244,11395,99388,55540
"ENSG00000066379",125,88,312,135,842,336
"ENSG00000066382",10,5,6,4,7,11
"ENSG00000066405",3,5,0,1,2,1
"ENSG00000066422",355,207,491,276,829,451
"ENSG00000066427",329,174,305,165,1171,565
"ENSG00000066455",243,145,450,269,1863,1024
"ENSG00000066468",18,13,9,8,18,24
"ENSG00000066557",53,35,144,80,318,180
"ENSG00000066583",112,64,129,76,80,42
"ENSG00000066629",2,2,27,16,21,19
"ENSG00000066651",31,23,68,44,51,40
"ENSG00000066654",351,195,451,253,640,355
"ENSG00000066697",60,29,146,75,63,34
"ENSG00000066735",37,21,53,31,11,8
"ENSG00000066739",622,345,361,212,1508,816
"ENSG00000066777",1107,707,1147,658,6098,3303
"ENSG00000066813",7,4,0,0,1,0
"ENSG00000066827",252,138,228,123,494,237
"ENSG00000066855",78,116,62,40,64,60
"ENSG00000066923",95,78,112,60,248,220
"ENSG00000066926",1752,977,1115,687,499,304
"ENSG00000066933",238,135,119,66,266,141
"ENSG00000067048",1986,1163,897,521,1969,1092
"ENSG00000067057",1209,600,1845,842,947,464
"ENSG00000067064",941,566,1942,1091,12700,6716
"ENSG00000067066",1764,1622,2902,2299,13232,10405
"ENSG00000067082",9071,5034,7662,4475,13503,7500
"ENSG00000067113",45,23,78,36,20,20
"ENSG00000067141",215,132,184,101,211,134
"ENSG00000067167",1081,614,1939,1140,4484,2452
"ENSG00000067177",4,7,9,14,20,22
"ENSG00000067182",4382,2545,7961,4698,36308,20071
"ENSG00000067191",474,272,340,198,138,88
"ENSG00000067208",103,66,102,60,527,292
"ENSG00000067221",78,54,108,70,548,335
"ENSG00000067225",15747,12672,19634,12457,97800,56323
"ENSG00000067248",246,139,399,208,1271,688
"ENSG00000067334",506,291,1961,1127,4859,2639
"ENSG00000067365",395,315,234,181,800,547
"ENSG00000067369",520,318,200,93,712,347
"ENSG00000067445",29,22,25,20,57,51
"ENSG00000067533",71,39,221,125,83,47
"ENSG00000067560",19939,11850,15595,8960,68023,37113
"ENSG00000067596",1341,784,1765,1039,5652,3219
"ENSG00000067601",21,16,0,5,42,36
"ENSG00000067606",245,142,199,108,621,311
"ENSG00000067646",61,33,66,34,115,59
"ENSG00000067704",545,314,739,427,2812,1541
"ENSG00000067715",10,25,0,3,223,208
"ENSG00000067798",22,15,6,5,40,33
"ENSG00000067829",1840,1102,1573,949,2889,1598
"ENSG00000067836",1353,287,756,153,5185,758
"ENSG00000067840",1299,774,2168,1275,218,180
"ENSG00000067842",7,11,4,1,19,18
"ENSG00000067900",1019,633,1674,962,7522,4099
"ENSG00000067955",828,477,1140,648,1531,836
"ENSG00000067992",508,517,357,414,2413,2570
"ENSG00000068001",49,28,362,201,1348,699
"ENSG00000068024",702,502,1209,701,4864,2771
"ENSG00000068028",3176,1882,2574,1505,1591,882
"ENSG00000068078",4,6,20,34,37,57
"ENSG00000068079",498,326,538,334,3925,2201
"ENSG00000068097",179,118,167,130,179,117
"ENSG00000068120",960,606,1236,771,4978,2894
"ENSG00000068137",36,36,15,16,47,39
"ENSG00000068305",542,303,1116,620,5111,2640
"ENSG00000068308",4789,2867,2336,1392,6167,3533
"ENSG00000068323",5109,2967,4073,2430,14412,8094
"ENSG00000068354",1726,849,1346,709,2223,1110
"ENSG00000068366",1067,603,2723,1543,25394,13730
"ENSG00000068383",486,299,442,253,906,454
"ENSG00000068394",427,257,578,339,1808,1013
"ENSG00000068400",2070,1702,1231,869,6139,3834
"ENSG00000068438",609,364,638,378,686,389
"ENSG00000068489",153,122,9,38,44,66
"ENSG00000068615",2,3,2,3,29,33
"ENSG00000068650",1107,796,1031,638,4462,2556
"ENSG00000068654",529,307,554,332,175,119
"ENSG00000068697",1487,915,2448,1420,13710,7460
"ENSG00000068724",1341,781,1117,645,2518,1357
"ENSG00000068745",725,433,1088,616,3364,1862
"ENSG00000068781",0,0,0,0,0,0
"ENSG00000068784",269,155,440,276,1721,940
"ENSG00000068796",516,414,382,356,687,581
"ENSG00000068831",8227,5174,7660,4822,18638,10872
"ENSG00000068878",1835,1358,1738,1073,2744,1512
"ENSG00000068885",71,22,86,23,146,60
"ENSG00000068903",2478,1828,1946,1259,5596,3256
"ENSG00000068912",205,123,481,275,1444,824
"ENSG00000068971",1574,1014,1015,648,2490,1508
"ENSG00000068976",1434,826,511,357,495,368
"ENSG00000068985",0,0,0,0,0,0
"ENSG00000069011",27,15,8,4,1,0
"ENSG00000069018",0,0,0,0,0,0
"ENSG00000069020",114,64,162,105,505,296
"ENSG00000069122",2,10,38,29,54,56
"ENSG00000069188",114,73,38,21,62,33
"ENSG00000069206",0,0,0,0,2,0
"ENSG00000069248",400,244,448,257,1185,664
"ENSG00000069275",1541,863,2102,1215,1945,1165
"ENSG00000069329",2019,1131,1703,1003,19642,10731
"ENSG00000069345",839,468,1201,681,4994,2734
"ENSG00000069399",4933,2945,3835,2350,12222,7186
"ENSG00000069424",10231,6715,7358,4464,14505,8313
"ENSG00000069431",0,1,5,8,21,22
"ENSG00000069482",0,0,13,8,2,1
"ENSG00000069493",1179,707,1077,670,919,543
"ENSG00000069509",36,20,88,45,171,98
"ENSG00000069535",42,26,20,20,54,46
"ENSG00000069667",1278,790,1076,611,77,50
"ENSG00000069696",13,10,10,7,0,1
"ENSG00000069702",785,462,1084,622,79,60
"ENSG00000069764",1,1,0,0,5,7
"ENSG00000069812",0,0,0,2,0,0
"ENSG00000069849",1760,1185,1739,1038,3202,1764
"ENSG00000069869",45,24,142,85,991,561
"ENSG00000069943",122,87,265,153,676,396
"ENSG00000069956",344,200,261,149,737,409
"ENSG00000069966",322,171,196,100,235,125
"ENSG00000069974",1549,873,2951,1693,20943,11478
"ENSG00000069998",320,250,442,281,389,263
"ENSG00000070010",381,866,860,667,2827,1840
"ENSG00000070018",8,7,36,18,129,89
"ENSG00000070019",6,1,6,2,44,40
"ENSG00000070031",3,4,0,0,0,1
"ENSG00000070047",1818,1075,984,592,1793,1018
"ENSG00000070061",679,425,487,275,1393,820
"ENSG00000070081",423,229,473,259,1619,884
"ENSG00000070087",36,22,19,18,236,201
"ENSG00000070159",8,8,6,7,28,30
"ENSG00000070182",2472,1374,782,450,317,203
"ENSG00000070190",456,266,332,190,927,538
"ENSG00000070193",0,1,0,10,0,2
"ENSG00000070214",286,162,363,219,1538,907
"ENSG00000070269",199,110,407,204,2890,1120
"ENSG00000070366",512,291,239,137,648,366
"ENSG00000070367",303,168,422,244,1047,579
"ENSG00000070371",310,266,170,106,333,199
"ENSG00000070388",1,3,1,1,1,2
