"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED","GDC2828countsREPROCESSED","GDC2839countsREPROCESSED","padj","symbol","rank","rank_change"
"ENSG00000251131",2,1,7,40,52,358,0.00490498444960807,"AC025171.3",5191,-3386
"ENSG00000166997",143,84,278,199,187,178,0.00490500217196496,"CNPY4",5192,1289
"ENSG00000088543",84,113,56,97,54,29,0.00491696740274904,"C3orf18",5193,2943
"ENSG00000259856",12,20,60,12,22,3,0.00492427707662884,"RAB43P1",5194,1810
"ENSG00000287180",2,1,3,82,38,58,0.00493537291909407,"AC106818.2",5195,NA
"ENSG00000112029",28,32,27,346,791,327,0.00497275639542027,"FBXO5",5196,2226
"ENSG00000230928",1,0,0,86,35,21,0.00497275639542027,"AL139241.1",5197,-1962
"ENSG00000244620",9,5,1,459,24,587,0.00497275639542027,"AC246787.2",5198,-776
"ENSG00000103404",72,47,73,706,1128,577,0.00497569567907354,"USP31",5199,2019
"ENSG00000198677",332,407,557,3728,3532,4649,0.00497616679537689,"TTC37",5200,1636
"ENSG00000231925",6067,4720,19240,11655,9293,7123,0.00497616679537689,"TAPBP",5201,1430
"ENSG00000134318",124,147,644,3304,3453,3962,0.00498184670558913,"ROCK2",5202,1445
"ENSG00000136842",320,237,71,133,32,143,0.00498789752482949,"TMOD1",5203,1043
"ENSG00000188994",485,462,862,10025,3821,6872,0.00499147912314105,"ZNF292",5204,945
"ENSG00000233579",0,0,0,17,29,36,0.00499147912314105,"KRT8P15",5205,-561
"ENSG00000222986",0,0,0,28,34,18,0.00500199294477121,"RNU5A-5P",5206,-550
"ENSG00000200560",0,0,0,17,47,23,0.00500826407259169,"RNU6-288P",5207,1105
"ENSG00000276043",132,46,105,1050,3123,1212,0.00500826407259169,"UHRF1",5208,9
"ENSG00000072501",751,632,1742,8436,9245,8095,0.00500954792123572,"SMC1A",5209,2188
"ENSG00000239280",5,0,0,129,94,91,0.00501018227493257,"AC108693.1",5210,586
"ENSG00000231616",4,2,1,63,53,150,0.00501362532611853,"AL354733.2",5211,-1188
"ENSG00000168646",57,14,52,28,1,5,0.00501885717456233,"AXIN2",5212,-169
"ENSG00000120318",1123,830,2384,814,849,53,0.00502444413122272,"ARAP3",5213,1278
"ENSG00000241067",3,0,1,48,54,76,0.00502726500934773,"RPL17P40",5214,-908
"ENSG00000249700",4,0,8,106,66,132,0.00503390565372576,"SRD5A3-AS1",5215,8354
"ENSG00000277423",2,0,0,63,37,62,0.00503390565372576,"AC069234.5",5216,-1900
"ENSG00000285676",8,0,2,125,162,112,0.00503473832604531,"AL158212.5",5217,NA
"ENSG00000149503",120,63,70,1428,1699,904,0.0050457911000743,"INCENP",5218,705
"ENSG00000196236",104,77,211,1257,1086,1030,0.0050571300995252,"XPNPEP3",5219,1244
"ENSG00000198420",25,21,27,367,203,630,0.00506026178806317,"TCAF1",5220,2035
"ENSG00000133639",11631,5167,10191,5182,11361,2955,0.00506573997083533,"BTG1",5221,944
"ENSG00000200537",2,0,0,44,66,48,0.00506586822729995,"RNY4P6",5222,-3028
"ENSG00000232528",24,15,111,38,15,9,0.00506641695130914,"AL109809.1",5223,2239
"ENSG00000136010",4,6,14,159,296,63,0.00506975638294594,"ALDH1L2",5224,231
"ENSG00000154832",1049,860,2123,2221,1466,1406,0.00506975638294594,"CXXC1",5225,2934
"ENSG00000259212",1,2,0,45,74,46,0.00506975638294594,"AC103739.1",5226,1227
"ENSG00000268170",2,23,86,13,8,7,0.0050707727492777,"AC073342.1",5227,1875
"ENSG00000169902",169,748,1294,592,163,57,0.00507691173431571,"TPST1",5228,1951
"ENSG00000178202",90,90,103,793,1798,1127,0.00507803231778931,"POGLUT3",5229,1897
"ENSG00000144230",0,18,29,1,1,3,0.00507884004722036,"GPR17",5230,3803
"ENSG00000180953",78,97,818,157,96,160,0.00507980749776393,"ST20",5231,-3123
"ENSG00000230099",33,289,11,28,8,43,0.00508331297335645,"TRBV5-4",5232,877
"ENSG00000254273",0,0,0,39,16,28,0.00508847011009201,"AC018620.1",5233,-556
"ENSG00000242550",87,28,46,936,1441,679,0.00508929930602654,"SERPINB10",5234,2379
"ENSG00000101162",848,542,83,231,119,306,0.00509906506574973,"TUBB1",5235,974
"ENSG00000104112",7,10,58,3,6,13,0.00509906506574973,"SCG3",5236,8329
"ENSG00000181016",63,8,106,30,17,31,0.00510065076990997,"LSMEM1",5237,-4801
"ENSG00000100722",184,118,206,1464,1821,1940,0.00510403710548907,"ZC3H14",5238,391
"ENSG00000120798",166,159,205,1559,1674,1793,0.00510403710548907,"NR2C1",5239,774
"ENSG00000139722",1784,591,2362,1477,766,1548,0.00510403710548907,"VPS37B",5240,-102
"ENSG00000207144",0,0,0,19,33,27,0.00510403710548907,"RNU6-1297P",5241,-565
"ENSG00000135913",101,28,26,1494,1192,1172,0.00510634809062714,"USP37",5242,1476
"ENSG00000221518",0,0,0,20,27,31,0.00511751187872908,"RNU6ATAC16P",5243,-565
"ENSG00000258230",9,1,0,141,185,263,0.00512672060849207,"AC063950.1",5244,494
"ENSG00000034510",5178,7934,8763,4764,10848,4200,0.00512977975761673,"TMSB10",5245,1972
"ENSG00000178691",242,342,447,2652,4281,3601,0.00513645508728918,"SUZ12",5246,2359
"ENSG00000127419",691,704,995,1282,1063,671,0.00516249794446169,"TMEM175",5247,3636
"ENSG00000158806",3,3,15,441,35,213,0.00516249794446169,"NPM2",5248,-999
"ENSG00000086232",3241,2755,4401,4853,5185,5225,0.00516278365468744,"EIF2AK1",5249,1381
"ENSG00000235192",26,30,176,50,4,9,0.00516278365468744,"AC009495.3",5250,3213
"ENSG00000241429",8,21,4,216,328,424,0.00516278365468744,"EEF1A1P25",5251,-3873
"ENSG00000278434",4,3,0,108,83,77,0.00517136375142494,"AC023830.3",5252,358
"ENSG00000186919",4,3,0,64,146,93,0.00517195550285422,"ZACN",5253,-327
"ENSG00000254856",3,0,0,63,54,70,0.00517828247360585,"NDUFA3P2",5254,-3470
"ENSG00000249695",0,0,0,8,13,136,0.00518230972176011,"AC026369.1",5255,968
"ENSG00000243508",1,0,2,41,41,63,0.00518514921132755,"DNAJB6P7",5256,-677
"ENSG00000267083",0,0,0,15,31,38,0.00518711615775339,"KRT18P61",5257,-537
"ENSG00000234518",46,81,252,118,93,49,0.00519282195562218,"PTGES3P1",5258,7854
"ENSG00000278133",212,179,764,396,342,297,0.00519282195562218,"AC135050.6",5259,10162
"ENSG00000104870",2828,5061,13135,2683,5064,361,0.00519302813113627,"FCGRT",5260,1347
"ENSG00000128266",94,50,24,30,8,41,0.00519302813113627,"GNAZ",5261,1889
"ENSG00000097046",64,79,38,1154,1349,756,0.00519455599398088,"CDC7",5262,313
"ENSG00000280351",20,7,4,569,185,247,0.00520658808413903,"AC127496.7",5263,-1546
"ENSG00000079263",726,345,841,270,237,787,0.00520758238735294,"SP140",5264,2247
"ENSG00000270164",18,15,33,17,23,16,0.00520758238735294,"LINC01480",5265,2030
"ENSG00000177679",20,2,38,6,8,5,0.00520926986050392,"SRRM3",5266,6827
"ENSG00000211893",361,174,162,25305,13748,421,0.00521670544282647,"IGHG2",5267,1786
"ENSG00000222460",0,1,0,30,36,49,0.00521670544282647,"RN7SKP271",5268,-747
"ENSG00000227413",5,0,1,61,146,79,0.00521670544282647,"AL022238.1",5269,-3016
"ENSG00000108774",485,648,1871,940,1197,763,0.0052169149448392,"RAB5C",5270,-4775
"ENSG00000232768",0,3,0,52,72,67,0.0052169149448392,"AL356320.1",5271,-1662
"ENSG00000279822",0,0,1,72,9,91,0.00521713492270065,"AC016397.2",5272,507
"ENSG00000237243",0,0,0,18,47,21,0.00522187590116579,"CREB3L2-AS1",5273,-549
"ENSG00000225187",2,0,0,40,89,44,0.00522800846363561,"AC073283.1",5274,-755
"ENSG00000278999",6,0,0,113,162,123,0.00522941794233378,"AC008985.1",5275,2253
"ENSG00000287799",2,1,0,41,66,54,0.0052327711725122,"AC005014.4",5276,NA
"ENSG00000143033",234,178,530,2377,3110,3049,0.00523478137212613,"MTF2",5277,1619
"ENSG00000148719",742,877,1896,1547,1703,1468,0.00523478137212613,"DNAJB12",5278,1167
"ENSG00000164418",6,4,38,4,0,4,0.00523478137212613,"GRIK2",5279,8551
"ENSG00000215244",194,49,528,139,181,72,0.00523478137212613,"LINC02649",5280,4973
"ENSG00000279649",17,1,5,277,224,254,0.00523478137212613,"AC020978.9",5281,6371
"ENSG00000287386",0,0,0,18,30,31,0.00523478137212613,"AC009248.3",5282,NA
"ENSG00000007047",725,599,1271,1167,1269,1297,0.00523582287399206,"MARK4",5283,2483
"ENSG00000175115",5569,2982,6505,7539,5166,5212,0.00523952151612007,"PACS1",5284,1638
"ENSG00000250656",0,0,0,59,13,24,0.00523952151612007,"ST3GAL1P1",5285,-533
"ENSG00000251602",0,1,9,127,62,112,0.00523952151612007,"AL928654.1",5286,1162
"ENSG00000230071",3,2,1,55,75,55,0.00524184132318189,"RPL4P6",5287,3601
"ENSG00000280385",40,9,14,641,370,475,0.00524193918753946,"AP000648.4",5288,1536
"ENSG00000050393",97,103,116,1101,940,1239,0.00524485894106337,"MCUR1",5289,3496
"ENSG00000275793",0,0,0,21,19,44,0.00524485894106337,"RIMBP3",5290,-467
"ENSG00000011243",1204,666,1140,1380,1021,1166,0.00526522100785657,"AKAP8L",5291,-1336
"ENSG00000235297",17,32,36,10,24,25,0.0052715694245418,"FAUP1",5292,16963
"ENSG00000102978",455,650,1591,1065,940,1003,0.00527398073498359,"POLR2C",5293,465
"ENSG00000172912",0,0,0,24,34,20,0.00529817721869411,"COX6B1P3",5294,-460
"ENSG00000265195",2,3,1,49,104,54,0.0053042652892388,"MIR4312",5295,-3480
"ENSG00000202417",1,0,0,39,25,56,0.00530541996553598,"Y_RNA",5296,-2073
"ENSG00000137100",347,464,1399,642,676,793,0.00530876653476933,"DCTN3",5297,1043
"ENSG00000187605",650,358,1105,7390,9043,5257,0.00531212342345577,"TET3",5298,2631
"ENSG00000201348",0,0,0,22,18,44,0.00531317678022281,"RNU105B",5299,-557
"ENSG00000089199",24,3,62,13,2,8,0.00531629636616024,"CHGB",5300,6754
"ENSG00000132017",734,790,1041,1494,923,869,0.00532045937337724,"DCAF15",5301,2445
"ENSG00000162078",10,5,8,217,65,240,0.00532045937337724,"ZG16B",5302,972
"ENSG00000252914",1,0,0,21,42,66,0.00532045937337724,"RNU6-789P",5303,-1993
"ENSG00000280079",4,0,8,62,104,173,0.00532380859863534,"AC011447.7",5304,340
"ENSG00000286193",0,0,0,32,25,20,0.00532775645095124,"AC025449.2",5305,NA
"ENSG00000257058",0,0,0,25,51,14,0.00533101090262814,"AP001363.2",5306,-547
"ENSG00000119725",20,11,10,174,271,313,0.00533175542730966,"ZNF410",5307,-3473
"ENSG00000244691",4,0,0,73,82,81,0.00533559642912513,"RPL10AP1",5308,479
"ENSG00000166888",9431,5042,20458,12042,13677,8177,0.00533854361366724,"STAT6",5309,2696
"ENSG00000201086",1,0,0,22,29,97,0.00533854361366724,"RNA5SP394",5310,-1914
"ENSG00000176720",46,102,37,64,13,18,0.00534631248272742,"BOK",5311,2745
"ENSG00000274954",0,0,0,26,20,31,0.00534675282601191,"AC090971.5",5312,-586
"ENSG00000237672",16,1,7,232,174,294,0.00534956903106993,"KRR1P1",5313,-525
"ENSG00000272855",0,6,23,0,0,0,0.00535879696040415,"AC104458.1",5314,2993
"ENSG00000135048",2138,698,3848,1505,2032,515,0.00536938774771869,"CEMIP2",5315,1714
"ENSG00000225690",25,37,2,8,0,3,0.00537450002091601,"TREML5P",5316,4089
"ENSG00000287642",20,8,4,3,5,2,0.00537450002091601,"AC093599.2",5317,NA
"ENSG00000236876",10,15,38,5,18,8,0.00538372828800027,"TMSB4XP1",5318,15069
"ENSG00000287431",1,3,6,62,50,185,0.00540404662223001,"AC027601.5",5319,NA
"ENSG00000082898",704,643,2310,9167,15335,14001,0.00540532369508326,"XPO1",5320,3752
"ENSG00000249876",0,0,0,18,19,52,0.00542211257164621,"AC010285.2",5321,-520
"ENSG00000158669",1869,816,3615,1949,2326,1126,0.00542378298234814,"GPAT4",5322,2162
"ENSG00000213204",4,0,0,69,81,88,0.00542473554663623,"AL049697.1",5323,NA
"ENSG00000198715",276,336,388,331,497,409,0.00542636509876004,"GLMP",5324,-505
"ENSG00000284783",0,0,0,23,19,38,0.00542636509876004,"AC091057.4",5325,NA
"ENSG00000285813",6,4,5,87,98,77,0.00542636509876004,"AP000813.1",5326,NA
"ENSG00000204310",409,337,1068,734,620,737,0.00544380675144509,"AGPAT1",5327,-4492
"ENSG00000116586",159,267,1445,284,422,287,0.00544903635160287,"LAMTOR2",5328,1110
"ENSG00000235843",0,0,0,21,42,19,0.00545485991372734,"AL390961.2",5329,-466
"ENSG00000203710",967,2627,27477,668,3397,81,0.00545713359596109,"CR1",5330,2518
"ENSG00000243667",13,14,6,157,258,273,0.00545989598896364,"WDR92",5331,7934
"ENSG00000157881",715,427,554,784,556,329,0.00546149430053243,"PANK4",5332,2016
"ENSG00000207561",14,10,63,13,18,4,0.00546309425820241,"MIR635",5333,16561
"ENSG00000173517",255,155,479,3158,2326,2718,0.00547585048580148,"PEAK1",5334,1980
"ENSG00000206567",24,17,44,335,231,315,0.005476062725983,"AC022007.1",5335,-3791
"ENSG00000206573",80,131,209,1259,1322,1259,0.00548610555906457,"THUMPD3-AS1",5336,-543
"ENSG00000285669",1,4,25,252,209,165,0.00548819805489607,"AC026979.4",5337,NA
"ENSG00000258597",2,6,4,0,0,0,0.00548821548402465,"SERPINA2",5338,571
"ENSG00000223930",1,0,1,4,39,333,0.00549375354373501,"AC117453.1",5339,-246
"ENSG00000108107",17105,11664,12226,12635,10069,18305,0.00550018124294192,"RPL28",5340,1410
"ENSG00000064115",227,212,990,4892,4372,11329,0.00550471910009627,"TM7SF3",5341,1162
"ENSG00000172379",13,3,141,17,2,2,0.005505041227097,"ARNT2",5342,5162
"ENSG00000241685",92,120,590,116,213,156,0.00550753489167171,"ARPC1A",5343,-4014
"ENSG00000222431",0,0,0,21,21,37,0.00551598397027883,"RNU6-141P",5344,-558
"ENSG00000104863",37,21,45,29,39,15,0.0055177188587959,"LIN7B",5345,6341
"ENSG00000287121",1,1,0,40,47,52,0.0055177188587959,"AC007220.2",5346,NA
"ENSG00000088325",210,68,87,1737,3234,2401,0.00552729084647273,"TPX2",5347,2772
"ENSG00000205710",54,24,6,14,11,11,0.00553449870768933,"C17orf107",5348,-4001
"ENSG00000152944",69,102,253,1453,1136,1968,0.00554820090991965,"MED21",5349,1532
"ENSG00000206120",0,0,1,172,32,9,0.00555680380436007,"EGFEM1P",5350,-1649
"ENSG00000147813",640,242,1268,671,575,627,0.00556067271812746,"NAPRT",5351,-250
"ENSG00000188730",6,1,7,0,0,0,0.00556080532060251,"VWC2",5352,NA
"ENSG00000232926",5,4,2,151,75,67,0.00556105433029009,"AC000078.1",5353,-1263
"ENSG00000150712",212,177,280,1849,2103,1881,0.00556155822415989,"MTMR12",5354,1604
"ENSG00000119912",203,250,467,2207,2988,2798,0.00556987370833489,"IDE",5355,2378
"ENSG00000197301",0,7,0,162,150,182,0.00556987370833489,"HMGA2-AS1",5356,4565
"ENSG00000239998",1288,2852,12991,1000,4319,1218,0.00556987370833489,"LILRA2",5357,1116
"ENSG00000280828",6,0,0,131,182,95,0.00556987370833489,"AC090114.3",5358,19193
"ENSG00000253352",486,656,1518,8239,7346,7385,0.00557046743536545,"TUG1",5359,5004
"ENSG00000260536",2,0,1,32,64,61,0.00557394724007934,"AL035071.2",5360,-2973
"ENSG00000262884",8,0,1,154,214,97,0.00557569761856771,"AC015921.1",5361,735
"ENSG00000250978",1,9,4,0,0,0,0.00557721755706795,"AC079467.1",5362,NA
"ENSG00000137161",3114,2314,9575,5481,5102,4158,0.00557748805395552,"CNPY3",5363,1093
"ENSG00000163374",2156,1480,2724,2929,2588,3148,0.00558101265223532,"YY1AP1",5364,-597
"ENSG00000272672",0,0,0,20,41,20,0.00558538759954816,"AL391497.1",5365,-566
"ENSG00000187244",146,160,59,52,12,103,0.00558876290648696,"BCAM",5366,2255
"ENSG00000232623",0,0,0,32,29,17,0.00558959918056845,"MRAP-AS1",5367,-591
"ENSG00000254419",39,39,113,48,77,32,0.00559205052042509,"AL139349.1",5368,12352
"ENSG00000239272",2,1,0,48,46,61,0.00560509646534785,"RPL21P10",5369,2139
"ENSG00000264176",5,0,4,167,35,162,0.00561588058791987,"MAGOH2P",5370,306
"ENSG00000011201",0,15,121,6,2,0,0.00562318613608035,"ANOS1",5371,1491
"ENSG00000198792",1506,631,1384,1360,1280,1169,0.00562515125771524,"TMEM184B",5372,1690
"ENSG00000213003",0,1,0,48,29,35,0.00562683473425767,"BTF3P12",5373,-2157
"ENSG00000132749",58,22,140,1270,852,744,0.00563236395021154,"TESMIN",5374,1879
"ENSG00000231993",7,1,0,97,252,113,0.00564132892331606,"EP300-AS1",5375,-2465
"ENSG00000136527",1249,866,1663,11697,10987,25518,0.00565042074971124,"TRA2B",5376,-274
"ENSG00000078902",745,867,2566,1422,1694,839,0.00566768700593011,"TOLLIP",5377,1211
"ENSG00000233509",1,0,0,30,26,71,0.0056709237847269,"ZNF197-AS1",5378,-2037
"ENSG00000122970",5,7,28,180,143,315,0.00568240432910251,"IFT81",5379,699
"ENSG00000108799",1650,1094,4346,2843,2392,2137,0.00568372510758466,"EZH1",5380,2250
"ENSG00000258754",5,8,102,1,13,3,0.00568513671371993,"LINC01579",5381,17065
"ENSG00000233848",0,0,0,30,19,27,0.00569030894490446,"AL513188.1",5382,-580
"ENSG00000198417",51,67,89,38,60,5,0.00570478797587255,"MT1F",5383,573
"ENSG00000226928",0,0,0,22,22,32,0.00570478797587255,"RPS14P4",5384,-575
"ENSG00000279147",0,0,0,29,10,60,0.00570478797587255,"AC112504.1",5385,-492
"ENSG00000104059",1,19,19,1,4,3,0.00570504797416295,"FAM189A1",5386,4291
"ENSG00000231507",10,24,97,6,22,21,0.00571565121402555,"LINC01353",5387,7829
"ENSG00000185761",42,48,6,23,6,4,0.00571880295634594,"ADAMTSL5",5388,1163
"ENSG00000111012",2,2,0,84,33,87,0.00572517058736143,"CYP27B1",5389,-1032
"ENSG00000162236",1127,737,3328,1509,1684,1678,0.00572517058736143,"STX5",5390,2925
"ENSG00000232466",0,1,0,47,22,50,0.00572517058736143,"H3P31",5391,-1977
"ENSG00000197498",38,91,83,875,894,850,0.00573013222911889,"RPF2",5392,999
"ENSG00000145725",169,352,1273,7361,6670,10141,0.00573374468454239,"PPIP5K2",5393,1543
"ENSG00000007129",276,188,2204,181,568,162,0.00573513264491533,"CEACAM21",5394,-3215
"ENSG00000141503",2593,1188,4070,2601,3063,1196,0.00574030057069632,"MINK1",5395,1807
"ENSG00000234287",17,53,34,7,28,21,0.00574030057069632,"AC099560.2",5396,15593
"ENSG00000221184",4,2,0,73,87,74,0.00574818929055121,"AL513534.1",5397,-4042
"ENSG00000102967",99,65,103,1066,878,797,0.00574884946453251,"DHODH",5398,238
"ENSG00000121410",1,1,8,96,44,133,0.00574884946453251,"A1BG",5399,14370
"ENSG00000235018",0,0,0,25,26,23,0.00574884946453251,"AL137077.1",5400,-349
"ENSG00000254691",1,0,4,71,32,88,0.00574884946453251,"AP002812.3",5401,-1125
"ENSG00000268912",4,0,19,191,218,151,0.00574884946453251,"AC012313.5",5402,2632
"ENSG00000109189",74,24,50,1099,616,672,0.00575945633439154,"USP46",5403,2380
"ENSG00000143294",643,719,1830,1360,1112,1402,0.00575945633439154,"PRCC",5404,585
"ENSG00000213088",145,34,76,43,0,6,0.00576360227195513,"ACKR1",5405,1674
"ENSG00000229782",1,0,0,56,16,62,0.00576444947801666,"AC118754.1",5406,-1999
"ENSG00000284976",341,275,488,593,414,255,0.00576444947801666,"BX255925.3",5407,NA
"ENSG00000115904",345,197,877,4872,4047,7190,0.00577421045661431,"SOS1",5408,1612
"ENSG00000162613",748,678,1090,7446,6074,7668,0.00577421045661431,"FUBP1",5409,-1028
"ENSG00000040608",10,24,13,513,162,321,0.00577751036840855,"RTN4R",5410,3208
"ENSG00000135365",2818,2242,10855,4428,4944,4137,0.00578063942032515,"PHF21A",5411,3648
"ENSG00000173727",26,26,321,45,23,52,0.00578392291743569,"AP000769.1",5412,1545
"ENSG00000196417",32,47,125,722,568,1024,0.00578433727857415,"ZNF765",5413,2044
"ENSG00000236088",45,43,9,998,821,799,0.00578528707458698,"COX10-AS1",5414,-2147
"ENSG00000250569",4,0,2,66,78,54,0.00579109887823528,"NTAN1P2",5415,3454
"ENSG00000180089",210,162,131,168,68,178,0.0057939272586538,"TMEM86B",5416,-4286
"ENSG00000118976",1,0,1,44,38,50,0.00579538836069995,"OTUD4P1",5417,-1550
"ENSG00000236863",2,0,0,32,59,78,0.00579978197616117,"RPL23AP23",5418,-1969
"ENSG00000117650",21,11,9,178,538,240,0.00580057295235912,"NEK2",5419,949
"ENSG00000258498",4,5,8,1,0,1,0.00580657272284019,"DIO3OS",5420,3084
"ENSG00000278383",0,0,0,59,8,36,0.00580925614179844,"AL031673.1",5421,-499
"ENSG00000267575",5,13,70,428,500,596,0.00581172907609467,"AC006504.5",5422,2522
"ENSG00000226986",2,17,29,5,7,3,0.0058203987476096,"PRELID1P5",5423,15478
"ENSG00000227950",0,0,0,26,20,29,0.00582050782052387,"AL590128.1",5424,-543
"ENSG00000259151",6,1,0,74,145,135,0.00582944782457415,"CAP2P1",5425,425
"ENSG00000261630",1,0,0,45,26,41,0.0058367280869004,"AC007496.2",5426,-731
"ENSG00000164074",106,125,287,1310,2214,1504,0.00585101167800763,"ABHD18",5427,1110
"ENSG00000283633",180,89,37,45,0,2,0.00585366806050535,"AP000547.3",5428,-353
"ENSG00000111490",14,20,31,21,13,20,0.00585446273429569,"TBC1D30",5429,-5069
"ENSG00000225442",1,0,0,37,29,44,0.00585791283573198,"MPRIP-AS1",5430,-713
"ENSG00000144452",0,1,1,37,81,32,0.00589497312293483,"ABCA12",5431,-2733
"ENSG00000186676",4,5,8,63,159,95,0.00589545742324839,"EEF1GP1",5432,-2324
"ENSG00000144130",26,6,19,4,12,7,0.00589575836055028,"NT5DC4",5433,3647
"ENSG00000134602",381,442,572,3973,3967,5600,0.00590969073013675,"STK26",5434,2784
"ENSG00000241449",0,0,0,75,3,61,0.00591402995496223,"AC092666.1",5435,-380
"ENSG00000253754",0,0,0,41,16,24,0.00591402995496223,"AC087620.1",5436,-575
"ENSG00000099194",302,208,585,530,181,270,0.00591496531210787,"SCD",5437,6783
"ENSG00000099822",33,31,36,38,37,30,0.00593677637216711,"HCN2",5438,4188
"ENSG00000285331",7,2,6,152,53,143,0.00594008282963877,"AC090517.5",5439,NA
"ENSG00000176973",16,44,68,19,37,34,0.00594747983486363,"FAM89B",5440,-4242
"ENSG00000229325",18,6,17,151,218,269,0.00598643957021855,"ACAP2-IT1",5441,-3525
"ENSG00000261329",6,0,7,61,159,158,0.005986680514183,"AC016597.1",5442,-3597
"ENSG00000243055",162,32,121,67,94,47,0.00598898098560511,"GK-AS1",5443,5337
"ENSG00000072952",174,656,6008,44,823,65,0.00598969128305535,"IRAG1",5444,1143
"ENSG00000234149",0,0,0,33,12,41,0.00598969128305535,"AC018511.2",5445,-539
"ENSG00000057757",615,541,827,1045,671,944,0.00599532650443723,"PITHD1",5446,1648
"ENSG00000010318",43,26,60,370,447,596,0.00600440827469119,"PHF7",5447,-969
"ENSG00000249835",1,3,0,240,366,3,0.00600440827469119,"VCAN-AS1",5448,-3075
"ENSG00000140391",338,386,583,3421,3474,3793,0.00601630236375916,"TSPAN3",5449,1085
"ENSG00000198799",207,123,161,1832,1974,2028,0.00602452511469837,"LRIG2",5450,2164
"ENSG00000271452",1,0,0,45,26,40,0.00602452511469837,"AC005034.5",5451,127
"ENSG00000223508",2,0,7,76,75,67,0.00602874213253006,"RPL23AP53",5452,140
"ENSG00000267461",3,2,45,3,0,0,0.00602954684642416,"AC079210.1",5453,NA
"ENSG00000172139",0,0,0,24,29,21,0.00603123971680432,"SLC9C1",5454,-592
"ENSG00000123200",302,366,1005,4168,5745,6501,0.00604001761219768,"ZC3H13",5455,1842
"ENSG00000256238",7,3,7,109,109,70,0.00604400568726669,"SUPT16HP1",5456,-2925
"ENSG00000280173",1,2,18,115,186,153,0.00604588185310598,"AC104447.1",5457,1225
"ENSG00000104936",256,410,103,145,210,32,0.00604876907666937,"DMPK",5458,96
"ENSG00000172179",0,3,77,1,0,2,0.00605409675812392,"PRL",5459,1972
"ENSG00000250159",5,2,4,156,17,343,0.00605409675812392,"AC106791.1",5460,-2070
"ENSG00000136531",29,1,104,5,10,0,0.00605560457736102,"SCN2A",5461,7909
"ENSG00000139644",6956,10223,30774,17477,12815,15040,0.00605560457736102,"TMBIM6",5462,970
"ENSG00000164924",8503,9159,36385,13452,19068,13810,0.00606191596696221,"YWHAZ",5463,770
"ENSG00000283204",0,0,0,17,36,25,0.00606191596696221,"MIR4434",5464,-574
"ENSG00000210112",0,0,0,6,30,84,0.00607159609667813,"MT-TM",5465,2590
"ENSG00000119408",174,275,497,2269,5477,3441,0.00607682319270259,"NEK6",5466,1332
"ENSG00000229954",0,0,0,18,19,47,0.00607682319270259,"MTND2P2",5467,-395
"ENSG00000170775",2,2,11,0,0,0,0.00607982379713986,"GPR37",5468,4192
"ENSG00000271344",6,12,35,6,4,12,0.00608076462884629,"AC018638.6",5469,443
"ENSG00000129007",1,0,0,28,37,45,0.006082900972315,"CALML4",5470,-3683
"ENSG00000268705",0,0,0,28,16,34,0.006082900972315,"BNIP3P26",5471,-574
"ENSG00000278979",2,3,0,44,101,79,0.00609246961221243,"AC007598.3",5472,434
"ENSG00000166128",1460,1576,4153,2220,3439,2403,0.00609360537756134,"RAB8B",5473,786
"ENSG00000254791",2,0,0,63,87,27,0.00609360537756134,"FAR1-IT1",5474,-692
"ENSG00000279583",9,0,4,136,107,192,0.00609360537756134,"AC009086.2",5475,3367
"ENSG00000109084",39,32,16,419,662,574,0.006102115421886,"TMEM97",5476,876
"ENSG00000100292",2436,3314,2039,620,1432,15,0.00610521436297502,"HMOX1",5477,1025
"ENSG00000162931",15,7,20,181,143,210,0.00611658339633842,"TRIM17",5478,-174
"ENSG00000258012",3,1,3,50,63,59,0.00611798208452879,"AC026111.1",5479,1232
"ENSG00000250891",0,1,0,102,4,106,0.00612930451002115,"LINC02208",5480,-488
"ENSG00000103126",1140,1208,1726,2412,1267,1168,0.0061427703459256,"AXIN1",5481,2700
"ENSG00000259425",0,0,1,64,1,253,0.00614563688465143,"AC011767.1",5482,-357
"ENSG00000122862",14442,32438,126464,12810,45413,25509,0.00614619812377335,"SRGN",5483,912
"ENSG00000149260",484,109,46,100,48,120,0.0061543789190527,"CAPN5",5484,1910
"ENSG00000285081",1,0,3,28,111,51,0.0061587663396614,"AC004593.1",5485,NA
"ENSG00000235545",0,1,0,53,19,50,0.0061644001168233,"AC103923.1",5486,1074
"ENSG00000212332",2,0,2,42,58,48,0.0061705974080116,"RNU6-780P",5487,-3185
"ENSG00000266541",1,0,0,16,51,65,0.00617486258867053,"AP001381.1",5488,-747
"ENSG00000260671",2,0,0,91,24,71,0.00617630529112968,"AC010536.2",5489,-3105
"ENSG00000051009",1518,1482,6457,2289,3350,1519,0.00617641011042889,"FAM160A2",5490,1355
"ENSG00000141391",3,8,4,218,67,105,0.00619026457231907,"PRELID3A",5491,1290
"ENSG00000266668",0,0,0,36,16,26,0.00619572274417339,"MIR5692C2",5492,-579
"ENSG00000230184",0,2,0,53,40,57,0.0061991606156188,"SMYD3-IT1",5493,-855
